"","country","countryCode","region","year","count","population","share","lifeExpectency","undernourishment","unemployment","gdpPerCapita","politicalStability","ruleOfLaw","tertiaryEducation"
"1326","Sudan","729","Middle East/North Africa",1995,820000,24672143,3.3,57.4,NA,15.4,462.6,NA,NA,NA
"1327","Sudan","729","Middle East/North Africa",2000,930000,27816745,3.3,58.9,NA,15.4,362.1,1.1,-1.6,6.4
"1328","Sudan","729","Middle East/North Africa",2005,1340000,31262444,4.3,57.2,NA,15.3,905.5,3.4,-1.6,11.1
"1329","Sudan","729","Middle East/North Africa",2010,1290000,35414399,3.6,63,NA,15.2,1305.6,0.9,-1.3,14.5
"1330","Sudan","729","Middle East/North Africa",2015,1900000,40024431,4.8,64.4,9.2,17.3,1292.4,3.8,-1.2,17.2
"1331","Sudan","729","Middle East/North Africa",2020,2170000,46789231,4.6,65.1,11.1,NA,577.8,7.5,-1.1,NA
"1332","Suriname","740","Latin America/Caribbean",1990,190000,412493,46.1,62.1,NA,NA,941.6,NA,NA,9.6
"1333","Suriname","740","Latin America/Caribbean",1995,2e+05,429606,46.5,62.8,NA,8.4,1609.8,NA,NA,NA
"1334","Suriname","740","Latin America/Caribbean",2000,220000,476643,46.2,64.4,NA,12.7,1988.2,55,0,NA
"1335","Suriname","740","Latin America/Caribbean",2005,260000,519313,50.1,67,9.2,9.3,3453.4,54.9,-0.1,NA
"1336","Suriname","740","Latin America/Caribbean",2010,270000,549923,49.1,69.6,7.9,7.2,7943.6,50.2,-0.1,NA
"1337","Suriname","740","Latin America/Caribbean",2015,280000,581627,48.1,70.6,9.1,7.2,8813.6,56.2,-0.2,NA
"1338","Suriname","740","Latin America/Caribbean",2020,290000,612317,47.4,72.3,9.3,NA,4755.4,59.4,-0.1,NA
"1339","Sweden","752","Europe",1990,220000,8558835,2.6,77.5,NA,NA,30549.7,NA,NA,31
"1340","Sweden","752","Europe",1995,250000,8826939,2.8,78.7,NA,8.9,30254.3,NA,NA,43.2
"1341","Sweden","752","Europe",2000,280000,8872109,3.2,79.6,NA,5.5,29632.8,94.2,1.8,67.6
"1342","Sweden","752","Europe",2005,290000,9029572,3.2,80.5,2.5,7.5,43378.6,94.7,1.8,81.7
"1343","Sweden","752","Europe",2010,310000,9378126,3.3,81.5,2.5,8.6,52542.8,87.7,1.9,73.1
"1344","Sweden","752","Europe",2015,320000,9799186,3.3,82.2,2.5,7.4,51198,79.5,2,66.4
"1345","Sweden","752","Europe",2020,340000,10353442,3.3,82.4,2.5,NA,52653.8,81.6,1.8,79.1
"1346","Switzerland","756","Europe",1990,340000,6715519,5.1,77.2,NA,NA,39574.5,NA,NA,25.9
"1347","Switzerland","756","Europe",1995,350000,7040687,5,78.4,NA,3.3,50113.8,NA,NA,32.4
"1348","Switzerland","756","Europe",2000,380000,7184250,5.3,79.7,NA,2.7,38865,97.4,1.9,38.1
"1349","Switzerland","756","Europe",2005,510000,7437115,6.9,81.2,2.5,4.4,56242.9,90.8,1.9,45.2
"1350","Switzerland","756","Europe",2010,630000,7824909,8.1,82.2,2.5,4.8,76531.4,92.4,1.7,52.8
"1351","Switzerland","756","Europe",2015,650000,8282396,7.8,82.9,2.5,4.8,83806.4,96.2,1.9,60.8
"1352","Switzerland","756","Europe",2020,720000,8638167,8.3,83,2.5,NA,85897.8,91.5,1.8,68.1
"1353","Syria","760","Middle East/North Africa",1990,650000,12579208,5.2,69.8,NA,NA,978.5,NA,NA,17.3
"1354","Syria","760","Middle East/North Africa",1995,680000,14616801,4.7,70.2,NA,7.2,779.7,NA,NA,14.6
"1355","Syria","760","Middle East/North Africa",2000,730000,16637888,4.4,70.9,NA,9.5,1138.2,40.2,-0.5,NA
"1356","Syria","760","Middle East/North Africa",2005,840000,18814091,4.5,72.8,6.2,8.9,1533.9,32.5,-0.6,18.3
"1357","Syria","760","Middle East/North Africa",2010,1100000,22482421,4.9,73.5,5.2,8.6,2730.6,22.3,-0.6,25.7
"1358","Syria","760","Middle East/North Africa",2015,6630000,19424618,34.1,63.3,10.8,8.5,847.7,0,-1.4,51.2
"1359","Syria","760","Middle East/North Africa",2020,8660000,21049429,41.1,71.9,29.6,NA,572.4,0,-2.1,NA
"1360","Tajikistan","762","Asia/Pacific",1990,550000,5398768,10.2,61.6,NA,NA,487,NA,NA,21.1
"1361","Tajikistan","762","Asia/Pacific",1995,570000,5948584,9.6,61.4,NA,10.3,207,NA,NA,20.3
"1362","Tajikistan","762","Asia/Pacific",2000,560000,6284735,8.9,63.5,NA,15,136.9,7.4,-1.4,17.4
"1363","Tajikistan","762","Asia/Pacific",2005,610000,6924720,8.8,66.5,38.1,13,333.9,10.7,-1.1,20.1
"1364","Tajikistan","762","Asia/Pacific",2010,6e+05,7652141,7.8,68.4,24.9,11.6,737.3,15.6,-1.2,22.8
"1365","Tajikistan","762","Asia/Pacific",2015,6e+05,8643840,6.9,69.7,16.3,11.5,956.9,18.6,-1.1,26.5
"1366","Tajikistan","762","Asia/Pacific",2020,6e+05,9749310,6.2,68.6,9.4,NA,834.3,26.9,-1.3,37.2
"1367","Tanzania","834","Sub-Saharan Africa",1990,250000,26110207,1,52,NA,NA,243.6,NA,NA,NA
"1368","Tanzania","834","Sub-Saharan Africa",1995,250000,30383497,0.8,51,NA,3.4,258.4,NA,NA,0.5
"1369","Tanzania","834","Sub-Saharan Africa",2000,230000,34260139,0.7,53.2,NA,3.1,401.7,25.4,-0.3,0.6
"1370","Tanzania","834","Sub-Saharan Africa",2005,250000,39182076,0.6,57.7,28.4,3.3,483.3,28.2,-0.3,1.4
"1371","Tanzania","834","Sub-Saharan Africa",2010,280000,44758488,0.6,61.1,24.1,3,736.5,46.4,-0.5,2.1
"1372","Tanzania","834","Sub-Saharan Africa",2015,310000,52020962,0.6,63.9,21.9,2.1,939.1,31,-0.4,4.2
"1373","Tanzania","834","Sub-Saharan Africa",2020,350000,60972798,0.6,66.8,23.5,NA,1117.4,27.4,-0.6,7.5
"1374","Thailand","764","Asia/Pacific",1990,340000,54738329,0.6,68.9,NA,NA,1559.1,NA,NA,15.9
"1375","Thailand","764","Asia/Pacific",1995,440000,59098232,0.7,69.8,NA,1.1,2864.4,NA,NA,22.4
"1376","Thailand","764","Asia/Pacific",2000,560000,63007815,0.9,71.2,NA,2.4,2006,65.1,0.6,35.3
"1377","Thailand","764","Asia/Pacific",2005,660000,66017420,1,72.9,12.1,1.4,2867.7,21.8,0,44.6
"1378","Thailand","764","Asia/Pacific",2010,810000,68579447,1.2,75,10.1,0.6,4973.9,9.5,-0.2,51.2
"1379","Thailand","764","Asia/Pacific",2015,960000,70540795,1.4,76.6,7.4,0.6,5688.9,14.8,-0.2,NA
"1380","Thailand","764","Asia/Pacific",2020,1150000,71641484,1.6,77.3,6.1,NA,6985.6,25.9,0.1,43.1
"1381","Timor-Leste","626","Asia/Pacific",1990,10000,760345,1.3,45.2,NA,NA,168.6,NA,NA,NA
"1382","Timor-Leste","626","Asia/Pacific",1995,90000,868146,10.4,47.5,NA,3.3,302.7,NA,NA,NA
"1383","Timor-Leste","626","Asia/Pacific",2000,160000,745088,21.5,58.1,NA,3.3,492.5,64.6,0.3,NA
"1384","Timor-Leste","626","Asia/Pacific",2005,110000,948311,11.6,61.3,30.7,3.3,487.5,25.7,-0.5,NA
"1385","Timor-Leste","626","Asia/Pacific",2010,40000,1084679,3.7,63.7,19.6,3.3,813.1,29.9,-1.2,17.6
"1386","Timor-Leste","626","Asia/Pacific",2015,40000,1205131,3.3,65.3,12.2,4.4,1319.6,36.2,-1.1,NA
"1387","Timor-Leste","626","Asia/Pacific",2020,40000,1326053,3,66.9,15.4,NA,1630.9,53.3,-1.2,NA
"1388","Togo","768","Sub-Saharan Africa",1990,230000,3998761,5.8,54.6,NA,NA,575.1,NA,NA,2.2
"1389","Togo","768","Sub-Saharan Africa",1995,340000,4410832,7.7,53.7,NA,4.4,419.2,NA,NA,2.8
"1390","Togo","768","Sub-Saharan Africa",2000,290000,5140037,5.6,54.6,NA,4.5,409.9,35.4,-0.6,NA
"1391","Togo","768","Sub-Saharan Africa",2005,440000,5844631,7.5,55.9,27,4.4,551.3,8.7,-1.1,NA
"1392","Togo","768","Sub-Saharan Africa",2010,460000,6732590,6.8,57.2,20.3,2.4,705,39.8,-0.9,9.1
"1393","Togo","768","Sub-Saharan Africa",2015,550000,7663195,7.2,59.2,20.2,2.2,751.1,38.6,-0.8,11
"1394","Togo","768","Sub-Saharan Africa",2020,6e+05,8669720,6.9,61.1,16,NA,853.6,16,-0.7,15.1
"1395","Tokelau","772","Asia/Pacific",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1396","Tokelau","772","Asia/Pacific",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397","Tokelau","772","Asia/Pacific",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398","Tokelau","772","Asia/Pacific",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1399","Tokelau","772","Asia/Pacific",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400","Tonga","776","Asia/Pacific",1990,40000,99700,40.1,67.5,NA,NA,1139.1,NA,NA,NA
"1401","Tonga","776","Asia/Pacific",1995,40000,100225,39.9,68.6,NA,1.9,2084,NA,NA,NA
"1402","Tonga","776","Asia/Pacific",2000,50000,102677,48.7,69.6,NA,3.7,1995.1,NA,0.8,5.4
"1403","Tonga","776","Asia/Pacific",2005,50000,105671,47.3,70.6,NA,2.1,2477.7,67,0.6,NA
"1404","Tonga","776","Asia/Pacific",2010,50000,107400,46.5,71.3,NA,1.2,3416.1,69.7,0.1,NA
"1405","Tonga","776","Asia/Pacific",2015,60000,106095,56.5,71.9,NA,1.1,4123.9,75.7,-0.2,NA
"1406","Tonga","776","Asia/Pacific",2020,80000,105704,75.7,72.4,NA,NA,4700.4,87.3,0.5,21.3
"1407","Trinidad and Tobago","780","Latin America/Caribbean",1990,220000,1252208,17.6,67.6,NA,NA,4047.3,NA,NA,NA
"1408","Trinidad and Tobago","780","Latin America/Caribbean",1995,270000,1295169,20.9,68,NA,3.8,4114.7,NA,NA,NA
"1409","Trinidad and Tobago","780","Latin America/Caribbean",2000,320000,1319774,24.2,68.6,NA,3.6,6178.6,52.4,0.4,5.6
"1410","Trinidad and Tobago","780","Latin America/Caribbean",2005,340000,1294494,26.3,70.2,10.8,3.1,12346.4,42.2,0,NA
"1411","Trinidad and Tobago","780","Latin America/Caribbean",2010,370000,1317714,28.1,71.8,8.1,3.8,16815.4,44.1,-0.2,NA
"1412","Trinidad and Tobago","780","Latin America/Caribbean",2015,390000,1349667,28.9,72.9,6.8,2.2,20024.8,57.6,-0.2,NA
"1413","Trinidad and Tobago","780","Latin America/Caribbean",2020,350000,1366725,25.6,72.6,11.2,NA,15224.5,50.5,-0.2,NA
"1414","Tunisia","788","Middle East/North Africa",1990,470000,8324509,5.7,69.1,NA,NA,1476.4,NA,NA,7.6
"1415","Tunisia","788","Middle East/North Africa",1995,480000,9161258,5.2,70.8,NA,15.9,1968.2,NA,NA,11.3
"1416","Tunisia","788","Middle East/North Africa",2000,490000,9764935,5,72.6,NA,14.9,2199,59.8,-0.3,17.8
"1417","Tunisia","788","Middle East/North Africa",2005,580000,10255472,5.7,73.7,4,12.9,3146.8,47.1,0,30.3
"1418","Tunisia","788","Middle East/North Africa",2010,640000,10765980,5.9,74.4,3.7,13,4291.9,43.6,0,34.6
"1419","Tunisia","788","Middle East/North Africa",2015,8e+05,11402264,7,74.9,3.2,15.2,4014.9,16.7,0,33.1
"1420","Tunisia","788","Middle East/North Africa",2020,940000,11974057,7.8,75,3.2,NA,3548.7,25,0.1,33.1
"1421","Turkey","792","Asia/Pacific",1990,2550000,56015628,4.6,67.8,NA,NA,2689.5,NA,NA,12.1
"1422","Turkey","792","Asia/Pacific",1995,2820000,61024503,4.6,69.7,NA,7.6,2774.6,NA,NA,19.7
"1423","Turkey","792","Asia/Pacific",2000,2900000,65425961,4.4,71.9,NA,6.5,4192.4,21.2,-0.1,NA
"1424","Turkey","792","Asia/Pacific",2005,2640000,69329557,3.8,73.5,3.8,10.6,7303,27.7,0.1,33.2
"1425","Turkey","792","Asia/Pacific",2010,2770000,73142150,3.8,75,2.5,10.7,10622.7,19,0,56.8
"1426","Turkey","792","Asia/Pacific",2015,3150000,78218479,4,76.5,2.5,10.2,11050,9,-0.2,95.6
"1427","Turkey","792","Asia/Pacific",2020,3480000,83384680,4.2,76.5,2.5,NA,8638.7,12.7,-0.4,118.9
"1428","Turkmenistan","795","Asia/Pacific",1990,260000,3760562,6.9,63.9,NA,NA,848.2,NA,NA,11.8
"1429","Turkmenistan","795","Asia/Pacific",1995,250000,4191203,6,63.5,NA,8.3,592.2,NA,NA,NA
"1430","Turkmenistan","795","Asia/Pacific",2000,230000,4582677,5,64.9,NA,11.7,633.8,44.4,-1.4,NA
"1431","Turkmenistan","795","Asia/Pacific",2005,230000,5052257,4.6,66.3,4.2,7.3,1604,48.1,-1.6,NA
"1432","Turkmenistan","795","Asia/Pacific",2010,240000,5564356,4.3,68.6,4.5,4,4058.5,55.5,-1.5,NA
"1433","Turkmenistan","795","Asia/Pacific",2015,240000,6215770,3.9,69.1,3.3,4,5759.5,43.3,-1.4,NA
"1434","Turkmenistan","795","Asia/Pacific",2020,250000,6949912,3.6,68.8,3.8,NA,6592.6,41,-1.4,14.3
"1435","Turks and Caicos Islands","796","Latin America/Caribbean",1990,NA,11688,NA,70.2,NA,NA,NA,NA,NA,NA
"1436","Turks and Caicos Islands","796","Latin America/Caribbean",1995,NA,15052,NA,71.9,NA,NA,NA,NA,NA,NA
"1437","Turks and Caicos Islands","796","Latin America/Caribbean",2000,NA,18730,NA,74,NA,NA,NA,NA,NA,NA
"1438","Turks and Caicos Islands","796","Latin America/Caribbean",2005,NA,23988,NA,76,NA,NA,24122.3,NA,NA,NA
"1439","Turks and Caicos Islands","796","Latin America/Caribbean",2010,NA,29739,NA,76.8,NA,NA,23093.8,NA,NA,0.3
"1440","Turks and Caicos Islands","796","Latin America/Caribbean",2015,NA,36605,NA,77.3,NA,NA,25736.1,NA,NA,12.5
"1441","Turks and Caicos Islands","796","Latin America/Caribbean",2020,NA,44386,NA,77.5,NA,NA,17452.7,NA,NA,NA
"1442","Tuvalu","798","Asia/Pacific",1990,NA,8798,NA,61.6,NA,NA,1084.7,NA,NA,NA
"1443","Tuvalu","798","Asia/Pacific",1995,NA,9280,NA,62.5,NA,NA,1284.8,NA,NA,NA
"1444","Tuvalu","798","Asia/Pacific",2000,NA,9544,NA,63.5,NA,NA,1579.4,NA,0.8,NA
"1445","Tuvalu","798","Asia/Pacific",2005,NA,9940,NA,64.1,NA,NA,2304.8,99,1.3,NA
"1446","Tuvalu","798","Asia/Pacific",2010,NA,10614,NA,64.8,NA,NA,3024.8,96.7,1,NA
"1447","Tuvalu","798","Asia/Pacific",2015,NA,10963,NA,65.4,NA,NA,3357.8,97.6,0.4,NA
"1448","Tuvalu","798","Asia/Pacific",2020,NA,10399,NA,66.4,NA,NA,4976.1,93.9,0.7,NA
"1449","U.S. Virgin Islands","850","Latin America/Caribbean",1990,NA,103963,NA,70.7,NA,NA,NA,NA,NA,NA
"1450","U.S. Virgin Islands","850","Latin America/Caribbean",1995,NA,107818,NA,71.2,NA,9.6,NA,NA,NA,NA
"1451","U.S. Virgin Islands","850","Latin America/Caribbean",2000,NA,108642,NA,76.6,NA,9.4,NA,NA,NA,NA
"1452","U.S. Virgin Islands","850","Latin America/Caribbean",2005,NA,108453,NA,77.4,NA,9,40828.7,59.7,1.1,NA
"1453","U.S. Virgin Islands","850","Latin America/Caribbean",2010,NA,108357,NA,77.9,NA,10,39905.1,55.9,0.8,NA
"1454","U.S. Virgin Islands","850","Latin America/Caribbean",2015,NA,107712,NA,79,NA,9.5,34007.4,93.3,0.8,NA
"1455","U.S. Virgin Islands","850","Latin America/Caribbean",2020,NA,106290,NA,79.8,NA,NA,39787.4,83,0.9,NA
"1456","Uganda","800","Sub-Saharan Africa",1990,370000,17569897,2.1,47.6,NA,NA,245,NA,NA,1
"1457","Uganda","800","Sub-Saharan Africa",1995,4e+05,20665667,1.9,47.7,NA,1.5,278.5,NA,NA,1.5
"1458","Uganda","800","Sub-Saharan Africa",2000,560000,24000150,2.3,49.6,NA,2.8,258.1,12.7,-0.9,2.6
"1459","Uganda","800","Sub-Saharan Africa",2005,630000,27963289,2.2,54.9,18.6,1.9,330.4,10.2,-0.5,NA
"1460","Uganda","800","Sub-Saharan Africa",2010,760000,32390802,2.4,60,20.4,3.6,823.5,16.1,-0.4,3.9
"1461","Uganda","800","Sub-Saharan Africa",2015,820000,37531446,2.2,63.8,33.3,1.9,862.9,21,-0.4,4.9
"1462","Uganda","800","Sub-Saharan Africa",2020,820000,44457152,1.8,66.4,37.1,NA,845.8,18.9,-0.3,NA
"1463","Ukraine","804","Europe",1990,5700000,52054092,10.9,70.4,NA,NA,1563.6,NA,NA,47.9
"1464","Ukraine","804","Europe",1995,5780000,51665539,11.2,67.1,NA,5.6,933.2,NA,NA,42.7
"1465","Ukraine","804","Europe",2000,5780000,49556660,11.7,67.8,NA,11.7,653.3,32.3,-1.1,50.5
"1466","Ukraine","804","Europe",2005,5790000,47585556,12.2,67.5,2.5,7.2,1875.3,37.4,-0.8,66.9
"1467","Ukraine","804","Europe",2010,5670000,46456003,12.2,70.2,2.5,8.1,3039.6,45.5,-0.8,81.9
"1468","Ukraine","804","Europe",2015,6050000,45784896,13.2,72.7,2.5,9.1,2094.5,5.2,-0.9,76.9
"1469","Ukraine","804","Europe",2020,6400000,44680014,14.3,73.3,4.3,NA,3709.8,12.3,-0.7,82.1
"1470","United Arab Emirates","784","Middle East/North Africa",1990,80000,1898220,4.2,71.1,NA,NA,26710,NA,NA,NA
"1471","United Arab Emirates","784","Middle East/North Africa",1995,1e+05,2434662,4.1,71.4,NA,1.8,27003.2,NA,NA,NA
"1472","United Arab Emirates","784","Middle East/North Africa",2000,110000,3493575,3.1,76.3,NA,2.2,29865.5,80.4,0.7,NA
"1473","United Arab Emirates","784","Middle East/North Africa",2005,130000,4664790,2.8,80.8,7.8,3.1,38719.3,74.8,0.4,NA
"1474","United Arab Emirates","784","Middle East/North Africa",2010,160000,6869838,2.3,81.9,7.1,2.5,43696.7,73.9,0.3,NA
"1475","United Arab Emirates","784","Middle East/North Africa",2015,190000,8505237,2.2,82.1,4.6,1.9,43535,70,0.6,NA
"1476","United Arab Emirates","784","Middle East/North Africa",2020,210000,9401038,2.2,81.9,3.1,NA,37173.9,65.1,0.9,55.8
"1477","United Kingdom","826","Europe",1990,3940000,57247586,6.9,75.9,NA,NA,19095.5,NA,NA,26.8
"1478","United Kingdom","826","Europe",1995,3820000,58019030,6.6,76.8,NA,8.7,23169,NA,NA,50.4
"1479","United Kingdom","826","Europe",2000,3970000,58892514,6.7,77.7,NA,5.6,28280.9,81.5,1.7,57.4
"1480","United Kingdom","826","Europe",2005,4270000,60401206,7.1,79,2.5,4.8,42104.8,50.5,1.6,59.3
"1481","United Kingdom","826","Europe",2010,4550000,62766365,7.2,80.4,2.5,7.8,39599,60.2,1.8,59.8
"1482","United Kingdom","826","Europe",2015,4530000,65116219,7,81,2.5,5.3,44964.4,61.4,1.8,56.4
"1483","United Kingdom","826","Europe",2020,4900000,67081234,7.3,80.3,2.5,NA,40201.7,61.3,1.5,69.5
"1484","United States","840","North America",1990,1790000,249623000,0.7,75.2,NA,NA,23888.6,NA,NA,69.7
"1485","United States","840","North America",1995,1890000,266278000,0.7,75.6,NA,5.7,28690.9,NA,NA,79.4
"1486","United States","840","North America",2000,2040000,282162411,0.7,76.6,NA,4,36330,82.5,1.6,NA
"1487","United States","840","North America",2005,2370000,295516599,0.8,77.5,2.5,5.1,44123.4,43.7,1.5,80.6
"1488","United States","840","North America",2010,2750000,309327143,0.9,78.5,2.5,9.6,48650.7,60.7,1.6,NA
"1489","United States","840","North America",2015,2820000,320738994,0.9,78.7,2.5,5.3,57040.2,66.7,1.6,88.9
"1490","United States","840","North America",2020,3090000,331526933,0.9,77,2.5,NA,64411.4,47.6,1.3,87.6
"1491","Uruguay","858","Latin America/Caribbean",1990,250000,3104403,8.1,73,NA,NA,2995.4,NA,NA,29.9
"1492","Uruguay","858","Latin America/Caribbean",1995,240000,3189440,7.5,73.5,NA,9.7,6050.5,NA,NA,NA
"1493","Uruguay","858","Latin America/Caribbean",2000,250000,3266206,7.7,74.7,NA,12.6,6987.7,79.4,0.6,33.8
"1494","Uruguay","858","Latin America/Caribbean",2005,310000,3285771,9.4,75.8,2.7,12,5284.3,69.4,0.5,44.4
"1495","Uruguay","858","Latin America/Caribbean",2010,350000,3318580,10.6,76.7,2.5,7.2,12641.1,74.9,0.8,51.9
"1496","Uruguay","858","Latin America/Caribbean",2015,360000,3368017,10.7,77.3,2.5,7.5,17125.9,84.3,0.7,57.8
"1497","Uruguay","858","Latin America/Caribbean",2020,380000,3398968,11.2,78.4,2.5,NA,15789.7,86.8,0.6,64.9
"1498","Uzbekistan","860","Asia/Pacific",1990,1470000,20464956,7.2,65.8,NA,NA,652.9,NA,NA,16.8
"1499","Uzbekistan","860","Asia/Pacific",1995,1570000,22917589,6.8,64.7,NA,7.8,582.5,NA,NA,NA
"1500","Uzbekistan","860","Asia/Pacific",2000,1640000,24787054,6.6,65.5,NA,12.1,555.1,12.2,-1.2,13
"1501","Uzbekistan","860","Asia/Pacific",2005,1810000,26356975,6.9,67.5,14.2,6.9,542.8,3.9,-1.5,9.8
"1502","Uzbekistan","860","Asia/Pacific",2010,1980000,28385506,7,69.8,3.6,5.4,1753.2,23.7,-1.4,8.5
"1503","Uzbekistan","860","Asia/Pacific",2015,2070000,30749346,6.7,71.3,2.5,5.2,2803.2,33.3,-1.1,8.1
"1504","Uzbekistan","860","Asia/Pacific",2020,2130000,33586372,6.3,71.5,2.5,NA,1978.3,32.1,-1.1,16
"1505","Vanuatu","548","Asia/Pacific",1990,NA,148063,NA,66.7,NA,NA,1140.6,NA,NA,NA
"1506","Vanuatu","548","Asia/Pacific",1995,NA,167137,NA,68.1,NA,4.6,1491.8,NA,NA,NA
"1507","Vanuatu","548","Asia/Pacific",2000,NA,186281,NA,68.6,NA,4.6,1460.2,90.5,0.9,3.9
"1508","Vanuatu","548","Asia/Pacific",2005,NA,210760,NA,69.2,6.8,4.6,1874,99,0.5,NA
"1509","Vanuatu","548","Asia/Pacific",2010,NA,238248,NA,69.6,6.4,4.6,2815.2,92.9,0.3,NA
"1510","Vanuatu","548","Asia/Pacific",2015,NA,266101,NA,70.2,7.4,4.6,2746.6,61,0.1,NA
"1511","Vanuatu","548","Asia/Pacific",2020,NA,298858,NA,70.4,8,NA,3043,76.4,0.3,NA
"1512","Venezuela","862","Latin America/Caribbean",1990,2e+05,19827010,1,71,NA,NA,2451.6,NA,NA,27
"1513","Venezuela","862","Latin America/Caribbean",1995,250000,22193821,1.1,71.7,NA,10.2,3487,NA,NA,NA
"1514","Venezuela","862","Latin America/Caribbean",2000,330000,24526708,1.4,72.4,NA,14,4776.3,23.3,-0.9,28
"1515","Venezuela","862","Latin America/Caribbean",2005,450000,26785804,1.7,73.1,7.8,10.7,5432.5,13.6,-1.3,NA
"1516","Venezuela","862","Latin America/Caribbean",2010,580000,28813101,2,73.1,2.5,7.1,13646.3,12.3,-1.7,NA
"1517","Venezuela","862","Latin America/Caribbean",2015,740000,30573972,2.4,73,11.1,7.4,NA,16.2,-2.1,NA
"1518","Venezuela","862","Latin America/Caribbean",2020,5550000,28444077,19.5,72.4,22.2,NA,NA,8.5,-2.3,NA
"1519","Vietnam","704","Asia/Pacific",1990,1630000,65504552,2.5,69,NA,NA,98.8,NA,NA,3.1
"1520","Vietnam","704","Asia/Pacific",1995,1950000,72049940,2.7,70.9,NA,1.9,287.8,NA,NA,2.8
"1521","Vietnam","704","Asia/Pacific",2000,2270000,77154011,2.9,72.7,NA,2.3,404,63,-0.3,9.1
"1522","Vietnam","704","Asia/Pacific",2005,2510000,81088313,3.1,73.2,15.3,2.1,710.7,62.1,-0.3,16.3
"1523","Vietnam","704","Asia/Pacific",2010,2760000,87455152,3.2,73.6,10.5,1.1,1683.2,51.7,-0.6,24.3
"1524","Vietnam","704","Asia/Pacific",2015,3060000,92823254,3.3,74,7.8,2.1,2577.6,50,-0.4,31.1
"1525","Vietnam","704","Asia/Pacific",2020,3630000,98079191,3.7,75.4,5.5,NA,3534,47.2,-0.2,NA
"1526","West Bank and Gaza","275","Middle East/North Africa",1990,2290000,1978248,115.8,67.8,NA,NA,NA,NA,NA,NA
"1527","West Bank and Gaza","275","Middle East/North Africa",1995,2830000,2474666,114.4,69.6,NA,10.6,1326.6,NA,NA,NA
"1528","West Bank and Gaza","275","Middle East/North Africa",2000,3240000,2922153,110.9,70.3,NA,10.6,1476.2,9,-0.1,23.7
"1529","West Bank and Gaza","275","Middle East/North Africa",2005,3340000,3320396,100.6,72,NA,20,1543.7,6.8,-0.3,38.8
"1530","West Bank and Gaza","275","Middle East/North Africa",2010,3610000,3786161,95.3,73.3,NA,21.4,2557.1,4.3,-0.2,45.9
"1531","West Bank and Gaza","275","Middle East/North Africa",2015,3840000,4270092,89.9,74.6,NA,23,3272.2,4.3,-0.5,46.6
"1532","West Bank and Gaza","275","Middle East/North Africa",2020,4110000,4803269,85.6,75,NA,NA,3233.6,4.2,-0.5,44.8
"1533","Yemen","887","Middle East/North Africa",1990,470000,13887862,3.4,58.5,NA,NA,910.4,NA,NA,NA
"1534","Yemen","887","Middle East/North Africa",1995,5e+05,16740058,3,60.5,NA,8.9,764.4,NA,NA,NA
"1535","Yemen","887","Middle East/North Africa",2000,550000,19624141,2.8,62.8,NA,11.6,493.2,14.3,-1.5,NA
"1536","Yemen","887","Middle East/North Africa",2005,650000,22790085,2.9,65.4,25.5,12.2,734.2,9.2,-1.3,8.8
"1537","Yemen","887","Middle East/North Africa",2010,910000,26754387,3.4,67.2,24.2,12.9,1155.2,1.9,-1.1,9.8
"1538","Yemen","887","Middle East/North Africa",2015,1140000,31159379,3.7,66.8,38.1,13.4,1362.2,0.5,-1.3,NA
"1539","Yemen","887","Middle East/North Africa",2020,1350000,36134863,3.7,66.4,36.7,NA,559.6,0.9,-1.8,NA
"1540","Zambia","894","Sub-Saharan Africa",1990,90000,7786169,1.2,48.2,NA,NA,422.3,NA,NA,2.1
"1541","Zambia","894","Sub-Saharan Africa",1995,160000,8785763,1.8,46.1,NA,16.7,433.3,NA,NA,NA
"1542","Zambia","894","Sub-Saharan Africa",2000,180000,10017631,1.8,46.6,NA,12.9,359.4,46.6,-0.5,NA
"1543","Zambia","894","Sub-Saharan Africa",2005,2e+05,11718819,1.7,51.6,49.1,15.9,711,50,-0.5,NA
"1544","Zambia","894","Sub-Saharan Africa",2010,210000,13965594,1.5,56.9,42.7,13.2,1451.1,63,-0.5,NA
"1545","Zambia","894","Sub-Saharan Africa",2015,220000,16399089,1.3,60.7,34,10.1,1295.9,53.3,-0.2,NA
"1546","Zambia","894","Sub-Saharan Africa",2020,230000,19059395,1.2,63.4,32.9,NA,951.6,43.4,-0.6,NA
"1547","Zimbabwe","716","Sub-Saharan Africa",1990,220000,10137281,2.2,58.3,NA,NA,866.5,NA,NA,5.2
"1548","Zimbabwe","716","Sub-Saharan Africa",1995,310000,10974599,2.8,51.1,NA,5.6,648,NA,NA,NA
"1549","Zimbabwe","716","Sub-Saharan Africa",2000,380000,11892055,3.2,46,NA,5.6,562.6,11.6,-1.4,NA
"1550","Zimbabwe","716","Sub-Saharan Africa",2005,530000,12483432,4.2,46.6,29.6,4.5,461,12.1,-1.8,NA
