"","country","countryCode","region","year","count","population","share","lifeExpectency","undernourishment","unemployment","gdpPerCapita","politicalStability","ruleOfLaw","tertiaryEducation"
"864","Malta","470","Europe",2020,1e+05,515332,19.4,82.1,2.5,NA,31796.8,82.1,0.9,62.9
"865","Marshall Islands","584","Asia/Pacific",1990,NA,44629,NA,61.8,NA,NA,1758.4,NA,NA,NA
"866","Marshall Islands","584","Asia/Pacific",1995,NA,48266,NA,62.5,NA,NA,2491,NA,NA,NA
"867","Marshall Islands","584","Asia/Pacific",2000,NA,50706,NA,63.3,NA,NA,2264.8,NA,0.8,NA
"868","Marshall Islands","584","Asia/Pacific",2005,NA,51906,NA,64.1,NA,NA,2658.7,85,0.5,NA
"869","Marshall Islands","584","Asia/Pacific",2010,NA,52044,NA,64.5,NA,NA,3095.5,89.6,0.4,NA
"870","Marshall Islands","584","Asia/Pacific",2015,NA,48800,NA,65.3,NA,NA,3764.3,84.8,0,NA
"871","Marshall Islands","584","Asia/Pacific",2020,10000,42706,23.4,65.4,NA,NA,5662,81.1,0.6,NA
"872","Martinique","474","Latin America/Caribbean",2000,20000,NA,NA,NA,NA,NA,NA,NA,1.2,NA
"873","Martinique","474","Latin America/Caribbean",2005,20000,NA,NA,NA,NA,NA,NA,NA,0.8,NA
"874","Martinique","474","Latin America/Caribbean",2010,20000,NA,NA,NA,NA,NA,NA,NA,0.8,NA
"875","Martinique","474","Latin America/Caribbean",2015,10000,NA,NA,NA,NA,NA,NA,NA,-0.1,NA
"876","Martinique","474","Latin America/Caribbean",2020,10000,NA,NA,NA,NA,NA,NA,NA,0.6,NA
"877","Mauritania","478","Sub-Saharan Africa",1990,150000,1951878,7.7,58.1,NA,NA,772,NA,NA,3
"878","Mauritania","478","Sub-Saharan Africa",1995,170000,2312017,7.3,58.9,NA,9.8,904.7,NA,NA,3.3
"879","Mauritania","478","Sub-Saharan Africa",2000,120000,2613441,4.6,61,NA,9.9,680.9,61.4,-0.4,NA
"880","Mauritania","478","Sub-Saharan Africa",2005,110000,2939059,3.7,63.9,9.1,9.8,999,39.3,-0.7,3
"881","Mauritania","478","Sub-Saharan Africa",2010,130000,3390965,3.8,65.7,7,9.8,1660,14.2,-0.9,4.6
"882","Mauritania","478","Sub-Saharan Africa",2015,130000,3965959,3.3,66.5,6.7,9.8,1554.9,23.3,-0.9,5.9
"883","Mauritania","478","Sub-Saharan Africa",2020,140000,4600131,3,66.8,7.5,NA,1795.8,21.7,-0.6,6
"884","Mauritius","480","Sub-Saharan Africa",1990,110000,1058775,10.4,69.4,NA,NA,2539.9,NA,NA,3.4
"885","Mauritius","480","Sub-Saharan Africa",1995,120000,1122457,10.7,70.3,NA,9.6,3648,NA,NA,5.9
"886","Mauritius","480","Sub-Saharan Africa",2000,120000,1186873,10.1,71.7,NA,9.2,3982,73.5,0.9,10.5
"887","Mauritius","480","Sub-Saharan Africa",2005,130000,1228254,10.6,72.4,5.2,9.5,5354,81.6,0.9,21.1
"888","Mauritius","480","Sub-Saharan Africa",2010,150000,1250400,12,73,5.2,7.7,8000.4,67.3,0.9,33.1
"889","Mauritius","480","Sub-Saharan Africa",2015,170000,1262879,13.5,74.4,6.8,7.4,9507.9,83.8,0.8,37.8
"890","Mauritius","480","Sub-Saharan Africa",2020,190000,1266014,15,74.2,7.2,NA,9011,75.5,0.9,42.5
"891","Mayotte","175","Sub-Saharan Africa",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","Mayotte","175","Sub-Saharan Africa",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","Mayotte","175","Sub-Saharan Africa",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","Mayotte","175","Sub-Saharan Africa",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","Mayotte","175","Sub-Saharan Africa",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","Mexico","484","Latin America/Caribbean",1990,5060000,82820170,6.1,69,NA,NA,3154.5,NA,NA,15.5
"897","Mexico","484","Latin America/Caribbean",1995,7430000,90862455,8.2,70.7,NA,6.9,4183.9,NA,NA,15.2
"898","Mexico","484","Latin America/Caribbean",2000,10040000,98625552,10.2,72.6,NA,2.6,7524,39.2,-0.4,20.5
"899","Mexico","484","Latin America/Caribbean",2005,11470000,105811504,10.8,73.6,4.1,3.6,8671.8,33.5,-0.4,24.1
"900","Mexico","484","Latin America/Caribbean",2010,13030000,113623895,11.5,73.7,4.1,5.3,9728.8,23.2,-0.6,27.2
"901","Mexico","484","Latin America/Caribbean",2015,12540000,121072306,10.4,74.4,3.7,4.3,10021.2,21.4,-0.5,32
"902","Mexico","484","Latin America/Caribbean",2020,12130000,126799054,9.6,70.4,3.2,NA,8841.3,19.3,-0.6,45.2
"903","Moldova","498","Europe",1990,650000,2977912,21.8,67.9,NA,NA,1206.5,NA,NA,NA
"904","Moldova","498","Europe",1995,640000,2953200,21.7,66.2,NA,5.3,593.6,NA,NA,NA
"905","Moldova","498","Europe",2000,640000,2924668,21.9,67.5,NA,8.5,440.5,31.7,-0.5,NA
"906","Moldova","498","Europe",2005,760000,2888985,26.3,68.2,32.3,7.3,1034.4,34.5,-0.4,NA
"907","Moldova","498","Europe",2010,870000,2862354,30.4,69.9,12.5,7.4,2436.8,33.2,-0.4,NA
"908","Moldova","498","Europe",2015,980000,2835978,34.6,70.1,3.4,3.7,2749.6,34.8,-0.4,52.1
"909","Moldova","498","Europe",2020,1210000,2635130,45.9,69.9,2.5,NA,4375.8,34.9,-0.5,56.2
"910","Monaco","492","Europe",1990,NA,30358,NA,79.4,NA,NA,81734.9,NA,NA,NA
"911","Monaco","492","Europe",1995,NA,31609,NA,80.9,NA,NA,99032.2,NA,NA,NA
"912","Monaco","492","Europe",2000,NA,32455,NA,82.1,NA,NA,81789,NA,0.8,NA
"913","Monaco","492","Europe",2005,20000,32210,62.1,84.3,NA,NA,130538.7,82,0.8,NA
"914","Monaco","492","Europe",2010,30000,33163,90.5,84.6,NA,NA,161853.9,82.5,0.9,NA
"915","Monaco","492","Europe",2015,30000,36757,81.6,85.3,NA,NA,170437.1,95.7,1.5,NA
"916","Monaco","492","Europe",2020,30000,38050,78.8,86.1,NA,NA,176891.9,92.5,1.4,NA
"917","Mongolia","496","Asia/Pacific",1990,20000,2098710,0.9,58.8,NA,NA,1220.2,NA,NA,18.6
"918","Mongolia","496","Asia/Pacific",1995,30000,2224945,1.4,60.9,NA,6.1,652.7,NA,NA,14.2
"919","Mongolia","496","Asia/Pacific",2000,30000,2388299,1.3,63.2,NA,6.1,476,75.7,0,29.2
"920","Mongolia","496","Asia/Pacific",2005,40000,2536407,1.6,65.3,28.7,7.1,994.9,75.2,-0.2,43.9
"921","Mongolia","496","Asia/Pacific",2010,60000,2738622,2.2,68.5,17.1,6.5,2625.2,66.4,-0.4,56
"922","Mongolia","496","Asia/Pacific",2015,70000,3026864,2.3,70.8,9,4.9,3838.9,68.6,-0.4,71.4
"923","Mongolia","496","Asia/Pacific",2020,80000,3327204,2.4,71.3,4.3,NA,4001.3,71.2,-0.3,64.5
"924","Montenegro","499","Europe",1990,80000,606372,13.2,73.7,NA,NA,NA,NA,NA,NA
"925","Montenegro","499","Europe",1995,160000,611712,26.2,73.6,NA,30.4,NA,NA,NA,NA
"926","Montenegro","499","Europe",2000,190000,604950,31.4,73.4,NA,30.5,1627.1,NA,0.3,18.1
"927","Montenegro","499","Europe",2005,150000,614261,24.4,74,5.6,30.3,3674.6,NA,-0.1,24.9
"928","Montenegro","499","Europe",2010,150000,619428,24.2,76,2.5,19.6,6688.4,65.4,-0.1,55.3
"929","Montenegro","499","Europe",2015,130000,622159,20.9,76.6,2.5,17.5,6517.2,52.9,0,63.9
"930","Montenegro","499","Europe",2020,130000,621306,20.9,75.9,2.5,NA,7677.4,46.2,0,58.1
"931","Montserrat","500","Latin America/Caribbean",1995,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","Montserrat","500","Latin America/Caribbean",2000,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","Montserrat","500","Latin America/Caribbean",2005,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","Montserrat","500","Latin America/Caribbean",2010,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","Montserrat","500","Latin America/Caribbean",2015,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","Morocco","504","Middle East/North Africa",1990,1770000,24375551,7.3,62.4,NA,NA,1229.1,NA,NA,10.7
"937","Morocco","504","Middle East/North Africa",1995,1910000,26399429,7.2,64.7,NA,13.9,1466.8,NA,NA,11.3
"938","Morocco","504","Middle East/North Africa",2000,2110000,28423435,7.4,66.8,NA,13.6,1499.1,42.3,0.1,10
"939","Morocco","504","Middle East/North Africa",2005,2500000,30358144,8.2,68.7,4.8,11,2243,29.1,-0.3,11.6
"940","Morocco","504","Middle East/North Africa",2010,2890000,32467016,8.9,70.8,4.8,9.1,3068,32.7,-0.2,14.1
"941","Morocco","504","Middle East/North Africa",2015,3010000,34607588,8.7,72.9,3.7,9.5,3146.2,33.8,-0.2,28.7
"942","Morocco","504","Middle East/North Africa",2020,3310000,36584208,9.1,73.1,5.3,NA,3268,34,-0.2,40
"943","Mozambique","508","Sub-Saharan Africa",1990,2320000,13094537,17.7,44.3,NA,NA,NA,NA,NA,NA
"944","Mozambique","508","Sub-Saharan Africa",1995,880000,15960530,5.5,46.5,NA,2.7,191.8,NA,NA,0.4
"945","Mozambique","508","Sub-Saharan Africa",2000,7e+05,18129653,3.9,49.5,NA,2.8,327.1,40.7,-0.8,0.6
"946","Mozambique","508","Sub-Saharan Africa",2005,730000,20304569,3.6,52.3,33.7,3,436.8,51,-0.6,1.5
"947","Mozambique","508","Sub-Saharan Africa",2010,920000,22999235,4,55,22.2,3.3,496.2,58.3,-0.5,4.8
"948","Mozambique","508","Sub-Saharan Africa",2015,810000,26547572,3,58.7,42.3,3.4,610.6,27.6,-0.9,6.8
"949","Mozambique","508","Sub-Saharan Africa",2020,8e+05,30783688,2.6,61.4,28.3,NA,462.4,10.8,-1.1,NA
"950","Myanmar","104","Asia/Pacific",1990,740000,39817251,1.9,57.2,NA,NA,53.1,NA,NA,5.3
"951","Myanmar","104","Asia/Pacific",1995,960000,42605338,2.2,58.7,NA,0.8,124.1,NA,NA,5.6
"952","Myanmar","104","Asia/Pacific",2000,1270000,45290841,2.8,60.4,NA,0.8,196.6,6.9,-1.4,NA
"953","Myanmar","104","Asia/Pacific",2005,1780000,47438365,3.8,61.7,29,0.8,252.7,20.9,-1.7,NA
"954","Myanmar","104","Asia/Pacific",2010,2580000,49024382,5.3,63.5,11,0.8,1010.5,10.9,-1.6,NA
"955","Myanmar","104","Asia/Pacific",2015,2950000,51089056,5.8,65.3,4.9,0.8,1166.7,10.5,-1.3,NA
"956","Myanmar","104","Asia/Pacific",2020,3930000,53016522,7.4,66.6,4,NA,1490.2,10.4,-1.2,NA
"957","Namibia","516","Sub-Saharan Africa",1990,20000,1369303,1.5,61.4,NA,NA,2037.5,NA,NA,NA
"958","Namibia","516","Sub-Saharan Africa",1995,30000,1602170,1.9,57.5,NA,21,2483.2,NA,NA,7.1
"959","Namibia","516","Sub-Saharan Africa",2000,50000,1818647,2.8,52.9,NA,20.3,2156.7,36,0.1,NA
"960","Namibia","516","Sub-Saharan Africa",2005,70000,1966582,3.6,52.6,20,22,3685.8,66,-0.1,7.1
"961","Namibia","516","Sub-Saharan Africa",2010,110000,2109811,5.2,56.1,29.2,22.1,5418.2,75.8,0.2,NA
"962","Namibia","516","Sub-Saharan Africa",2015,70000,2374300,3,60,21.8,20.9,4774.1,69,0.2,20
"963","Namibia","516","Sub-Saharan Africa",2020,60000,2728762,2.2,64.1,19.1,NA,3878.6,63.2,0.3,28.4
"964","Nauru","520","Asia/Pacific",1990,NA,9622,NA,59.1,NA,NA,5775.6,NA,NA,NA
"965","Nauru","520","Asia/Pacific",1995,NA,10165,NA,60.1,NA,NA,3932.1,NA,NA,NA
"966","Nauru","520","Asia/Pacific",2000,NA,10168,NA,59.6,NA,NA,2648.6,NA,0.8,NA
"967","Nauru","520","Asia/Pacific",2005,NA,10049,NA,59.4,NA,NA,2992.4,85,0.8,NA
"968","Nauru","520","Asia/Pacific",2010,NA,10043,NA,60.1,NA,NA,4735.9,98.6,0.5,NA
"969","Nauru","520","Asia/Pacific",2015,NA,10954,NA,60.9,NA,NA,7703.4,88.6,-0.6,NA
"970","Nauru","520","Asia/Pacific",2020,NA,11643,NA,61.5,NA,NA,10695.7,72.6,-0.1,NA
"971","Nepal","524","Asia/Pacific",1990,780000,19524573,4,54.8,NA,NA,185.8,NA,NA,4.9
"972","Nepal","524","Asia/Pacific",1995,870000,22245439,3.9,59.3,NA,1.8,197.8,NA,NA,4.2
"973","Nepal","524","Asia/Pacific",2000,1e+06,24546509,4.1,62.6,NA,1.8,223.8,13.8,-0.2,4.1
"974","Nepal","524","Asia/Pacific",2005,1340000,26309458,5.1,65.3,17,1.6,309,1.9,-0.8,7.1
"975","Nepal","524","Asia/Pacific",2010,1800000,27341952,6.6,66.8,10.4,1.5,585.3,7.6,-1,13.4
"976","Nepal","524","Asia/Pacific",2015,2380000,27823629,8.6,67.4,6.6,1.5,875.5,14.3,-0.7,13.2
"977","Nepal","524","Asia/Pacific",2020,2730000,28966574,9.4,69.1,5.6,NA,1154.2,41.5,-0.5,13.9
"978","Netherlands","528","Europe",1990,740000,14951510,5,76.9,NA,NA,21322.2,NA,NA,35.2
"979","Netherlands","528","Europe",1995,750000,15459006,4.8,77.4,NA,7.2,29301.2,NA,NA,49.6
"980","Netherlands","528","Europe",2000,770000,15925513,4.8,78,NA,2.7,26225.2,100,1.7,51.4
"981","Netherlands","528","Europe",2005,810000,16319868,5,79.3,2.5,5.9,42165.4,79.1,1.8,58.8
"982","Netherlands","528","Europe",2010,880000,16615394,5.3,80.7,2.5,5,51305.7,81.5,1.8,63.7
"983","Netherlands","528","Europe",2015,9e+05,16939923,5.3,81.5,2.5,6.9,45793.8,78.6,1.9,80.2
"984","Netherlands","528","Europe",2020,1e+06,17441500,5.7,81.4,2.5,NA,53467.9,73.6,1.7,85.3
"985","New Caledonia","540","Asia/Pacific",1990,NA,176456,NA,69.5,NA,NA,14334.7,NA,NA,NA
"986","New Caledonia","540","Asia/Pacific",1995,NA,200379,NA,71.3,NA,18.9,18107.9,NA,NA,NA
"987","New Caledonia","540","Asia/Pacific",2000,NA,223098,NA,73.6,NA,17.3,15329.7,NA,NA,NA
"988","New Caledonia","540","Asia/Pacific",2005,NA,244381,NA,74.9,10.2,15.4,25528.3,NA,NA,NA
"989","New Caledonia","540","Asia/Pacific",2010,NA,261582,NA,76,8.6,14.4,35798.9,NA,NA,NA
"990","New Caledonia","540","Asia/Pacific",2015,NA,283168,NA,77.2,8.2,14.1,30858.7,NA,NA,NA
"991","New Caledonia","540","Asia/Pacific",2020,NA,284176,NA,77,6,NA,33270.3,NA,NA,NA
"992","New Zealand","554","Asia/Pacific",1990,390000,3329800,11.7,75.4,NA,NA,13663,NA,NA,38.8
"993","New Zealand","554","Asia/Pacific",1995,420000,3673400,11.4,76.7,NA,6.5,17400.4,NA,NA,58
"994","New Zealand","554","Asia/Pacific",2000,5e+05,3857700,13,78.6,NA,6.1,13641.1,93.7,1.8,NA
"995","New Zealand","554","Asia/Pacific",2005,560000,4133900,13.6,79.9,2.5,3.8,27751.1,91.7,1.8,NA
"996","New Zealand","554","Asia/Pacific",2010,670000,4350700,15.4,80.9,2.5,6.6,33676.8,91.5,1.9,NA
"997","New Zealand","554","Asia/Pacific",2015,750000,4609400,16.3,81.6,2.5,5.4,38639.4,99,2,82.2
"998","New Zealand","554","Asia/Pacific",2020,820000,5090200,16.1,82.3,2.5,NA,41785.7,98.1,1.8,75.7
"999","Nicaragua","558","Latin America/Caribbean",1990,570000,4162559,13.7,62.5,NA,NA,242.5,NA,NA,7.1
"1000","Nicaragua","558","Latin America/Caribbean",1995,560000,4642931,12.1,64.9,NA,7.5,891.8,NA,NA,9.9
"1001","Nicaragua","558","Latin America/Caribbean",2000,520000,5022633,10.3,66.4,NA,7.5,1017.3,41.8,-0.9,NA
"1002","Nicaragua","558","Latin America/Caribbean",2005,6e+05,5342105,11.2,70.4,21.8,5.4,1183.3,36.4,-0.6,NA
"1003","Nicaragua","558","Latin America/Caribbean",2010,630000,5737450,11,71.8,19.5,7.8,1526.6,28,-0.8,15.4
"1004","Nicaragua","558","Latin America/Caribbean",2015,680000,6149417,11.1,72.9,19.3,4.7,2074.5,42.9,-0.8,17.3
"1005","Nicaragua","558","Latin America/Caribbean",2020,750000,6565267,11.4,70.8,18.7,NA,1931.6,25.5,-1.2,18.7
"1006","Niger","562","Sub-Saharan Africa",1990,180000,8286059,2.2,41.7,NA,NA,423.9,NA,NA,0.6
"1007","Niger","562","Sub-Saharan Africa",1995,2e+05,9714529,2.1,45.5,NA,1.5,237,NA,NA,NA
"1008","Niger","562","Sub-Saharan Africa",2000,220000,11509630,1.9,49.2,NA,1.5,194.8,51.3,-0.8,NA
"1009","Niger","562","Sub-Saharan Africa",2005,330000,13756192,2.4,53.3,19,3.1,318.6,31.6,-0.7,0.9
"1010","Niger","562","Sub-Saharan Africa",2010,370000,16548835,2.2,57.1,15.9,0.6,474.4,13.3,-0.5,1.3
"1011","Niger","562","Sub-Saharan Africa",2015,410000,19939498,2.1,58.9,13.3,0.5,485.7,13.3,-0.6,3.4
"1012","Niger","562","Sub-Saharan Africa",2020,430000,23717613,1.8,59.9,12,NA,579.5,7.1,-0.6,4.6
"1013","Nigeria","566","Sub-Saharan Africa",1990,5e+05,97120925,0.5,45.7,NA,NA,556.4,NA,NA,NA
"1014","Nigeria","566","Sub-Saharan Africa",1995,570000,110819428,0.5,45.9,NA,3.8,1271.6,NA,NA,NA
"1015","Nigeria","566","Sub-Saharan Africa",2000,650000,126382494,0.5,47.1,NA,3.8,547.3,9.5,-1.2,NA
"1016","Nigeria","566","Sub-Saharan Africa",2005,860000,145017253,0.6,49.5,7,3.7,1211.4,6.3,-1.4,10.4
"1017","Nigeria","566","Sub-Saharan Africa",2010,1040000,166642886,0.6,51.3,9.2,3.8,2202.3,2.8,-1.2,9.6
"1018","Nigeria","566","Sub-Saharan Africa",2015,1400000,190671878,0.7,51.9,10.5,4.3,2585.7,6.2,-1,NA
"1019","Nigeria","566","Sub-Saharan Africa",2020,1770000,213996181,0.8,53.1,15.1,NA,2019.7,4.7,-0.8,NA
"1020","Niue","570","Asia/Pacific",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021","Niue","570","Asia/Pacific",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022","Niue","570","Asia/Pacific",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1023","Niue","570","Asia/Pacific",2010,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,NA
"1024","Niue","570","Asia/Pacific",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","Niue","570","Asia/Pacific",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","North Korea","408","Asia/Pacific",1990,40000,21112137,0.2,70.5,NA,NA,NA,NA,NA,NA
"1027","North Korea","408","Asia/Pacific",1995,60000,22669304,0.3,60.8,NA,2.9,NA,NA,NA,NA
"1028","North Korea","408","Asia/Pacific",2000,80000,23665910,0.3,60.9,NA,3,NA,43.4,-1.1,NA
"1029","North Korea","408","Asia/Pacific",2005,90000,24396433,0.4,69.2,34.5,2.9,NA,47.6,-1.1,NA
"1030","North Korea","408","Asia/Pacific",2010,1e+05,24987258,0.4,70.2,41.6,2.9,NA,35.1,-1.4,NA
"1031","North Korea","408","Asia/Pacific",2015,110000,25575350,0.4,72.8,43.3,2.9,NA,11,-1.7,28
"1032","North Korea","408","Asia/Pacific",2020,120000,26136312,0.5,72.8,NA,NA,NA,33.5,-1.6,NA
"1033","North Macedonia","807","Europe",1990,450000,2063689,21.8,71.2,NA,NA,2277.3,NA,NA,19.4
"1034","North Macedonia","807","Europe",1995,530000,1998534,26.5,71.8,NA,36,2355.2,NA,NA,20.7
"1035","North Macedonia","807","Europe",2000,560000,2026350,27.6,72.9,NA,32.2,1861.9,27,-0.6,22.4
"1036","North Macedonia","807","Europe",2005,480000,2005330,23.9,73.7,5,37.2,3121,15.5,-0.3,29.8
"1037","North Macedonia","807","Europe",2010,550000,1946298,28.3,75,3.6,32,4833.4,27,-0.3,38.1
"1038","North Macedonia","807","Europe",2015,570000,1912430,29.8,75.4,3.8,26.1,5262.7,35.7,-0.2,42.1
"1039","North Macedonia","807","Europe",2020,710000,1856124,38.2,74.4,3,NA,6659.6,50.9,-0.1,43.8
"1040","Northern Mariana Islands","580","Asia/Pacific",1990,NA,43342,NA,70,NA,NA,NA,NA,NA,NA
"1041","Northern Mariana Islands","580","Asia/Pacific",1995,NA,48176,NA,71.9,NA,NA,NA,NA,NA,NA
"1042","Northern Mariana Islands","580","Asia/Pacific",2000,NA,68356,NA,74.9,NA,NA,NA,NA,NA,NA
"1043","Northern Mariana Islands","580","Asia/Pacific",2005,NA,62354,NA,77.3,NA,NA,17015.7,NA,NA,NA
"1044","Northern Mariana Islands","580","Asia/Pacific",2010,NA,54091,NA,77.8,NA,NA,14771.4,NA,NA,NA
"1045","Northern Mariana Islands","580","Asia/Pacific",2015,NA,51514,NA,77.4,NA,NA,17665.1,NA,NA,NA
"1046","Northern Mariana Islands","580","Asia/Pacific",2020,NA,47528,NA,78,NA,NA,18220.8,NA,NA,NA
"1047","Norway","578","Europe",1990,150000,4241473,3.5,76.5,NA,NA,28243,NA,NA,38.4
"1048","Norway","578","Europe",1995,160000,4359184,3.7,77.7,NA,6.3,34875.7,NA,NA,54.8
"1049","Norway","578","Europe",2000,170000,4490967,3.8,78.6,NA,3.5,38178.2,96.3,1.8,69.9
"1050","Norway","578","Europe",2005,180000,4623291,3.9,80,2.5,4.4,67047.2,93.7,1.9,78.4
"1051","Norway","578","Europe",2010,190000,4889252,3.9,81,2.5,3.5,88163.2,95.3,1.9,72.1
"1052","Norway","578","Europe",2015,2e+05,5188607,3.9,82.3,2.5,4.3,74810,90.5,2,79.2
"1053","Norway","578","Europe",2020,2e+05,5379475,3.7,83.2,2.5,NA,68340,94.3,1.9,87.2
"1054","Oman","512","Middle East/North Africa",1990,10000,1763954,0.6,69,NA,NA,7545.7,NA,NA,3.6
"1055","Oman","512","Middle East/North Africa",1995,10000,2120528,0.5,71.6,NA,6,7414.3,NA,NA,4.9
"1056","Oman","512","Middle East/North Africa",2000,20000,2282131,0.9,73.6,NA,5.4,9753.8,83.1,0.5,NA
"1057","Oman","512","Middle East/North Africa",2005,20000,2459802,0.8,75.1,10.2,5,14434.9,78.6,0.3,17.1
"1058","Oman","512","Middle East/North Africa",2010,20000,2757446,0.7,77.2,6.3,5,23570.2,65.9,0.5,27.9
"1059","Oman","512","Middle East/North Africa",2015,20000,4184895,0.5,79.3,7.2,3.6,18808.3,71,0.4,45.2
"1060","Oman","512","Middle East/North Africa",2020,30000,4522497,0.7,77.8,5.7,NA,16784.9,59.9,0.6,48.4
"1061","Pakistan","586","Asia/Pacific",1990,3460000,116155576,3,59.7,NA,NA,344.5,NA,NA,2.9
"1062","Pakistan","586","Asia/Pacific",1995,3410000,134582253,2.5,60.3,NA,0.6,450.6,NA,NA,NA
"1063","Pakistan","586","Asia/Pacific",2000,3490000,154879127,2.2,61.9,NA,0.6,642.3,15.9,-1,NA
"1064","Pakistan","586","Asia/Pacific",2005,3910000,175453212,2.2,62.4,17,0.6,827.6,5.3,-0.9,4.4
"1065","Pakistan","586","Asia/Pacific",2010,4980000,199239047,2.5,64.4,14.9,0.7,987.3,0.5,-0.7,NA
"1066","Pakistan","586","Asia/Pacific",2015,6050000,217290883,2.8,65.6,11.8,3.6,1380.5,1.4,-0.8,8.6
"1067","Pakistan","586","Asia/Pacific",2020,6590000,235001746,2.8,65.7,15.8,NA,1278.4,5.2,-0.7,11.9
"1068","Palau","585","Asia/Pacific",1990,NA,15259,NA,62.8,NA,NA,6402.9,NA,NA,NA
"1069","Palau","585","Asia/Pacific",1995,NA,17195,NA,63.3,NA,NA,7038,NA,NA,NA
"1070","Palau","585","Asia/Pacific",2000,NA,19178,NA,64.5,NA,NA,7797.3,NA,0.8,45.9
"1071","Palau","585","Asia/Pacific",2005,NA,19819,NA,66.2,NA,NA,9639.7,85,0.8,NA
"1072","Palau","585","Asia/Pacific",2010,NA,18396,NA,68.3,NA,NA,10229.1,98.6,0.7,NA
"1073","Palau","585","Asia/Pacific",2015,NA,17770,NA,69.1,NA,NA,15690.8,72.9,0.9,NA
"1074","Palau","585","Asia/Pacific",2020,NA,17792,NA,68.7,NA,NA,14556.6,91,0.7,NA
"1075","Panama","591","Latin America/Caribbean",1990,160000,2455583,6.5,71.3,NA,NA,2620.1,NA,NA,21.1
"1076","Panama","591","Latin America/Caribbean",1995,150000,2724557,5.5,72,NA,3.7,3513.9,NA,NA,28.8
"1077","Panama","591","Latin America/Caribbean",2000,140000,3010369,4.7,73.4,NA,3.7,3975.1,57.1,-0.2,42.6
"1078","Panama","591","Latin America/Caribbean",2005,140000,3313026,4.2,75.2,20.6,3.7,5017.7,41.3,-0.1,41.8
"1079","Panama","591","Latin America/Caribbean",2010,150000,3628535,4.1,76.4,9.8,3.7,8331.5,41.7,-0.1,44
"1080","Panama","591","Latin America/Caribbean",2015,160000,3960035,4,77.6,7,3,14082.7,59,-0.1,47.9
"1081","Panama","591","Latin America/Caribbean",2020,150000,4293261,3.5,76.3,4.7,NA,13290.6,54.7,-0.3,45.2
"1082","Papua New Guinea","598","Asia/Pacific",1990,NA,3896481,NA,59.8,NA,NA,826.3,NA,NA,NA
"1083","Papua New Guinea","598","Asia/Pacific",1995,NA,4644278,NA,60.9,NA,2.9,998.2,NA,NA,3.2
"1084","Papua New Guinea","598","Asia/Pacific",2000,NA,5537064,NA,61.6,NA,2.9,636,38.6,-0.8,NA
"1085","Papua New Guinea","598","Asia/Pacific",2005,NA,6535905,NA,61.9,27.8,2.4,744.5,19.9,-1,NA
"1086","Papua New Guinea","598","Asia/Pacific",2010,NA,7633523,NA,63.1,29.2,2,1866.9,21.8,-0.9,NA
"1087","Papua New Guinea","598","Asia/Pacific",2015,NA,8743246,NA,64.5,26.8,2.6,2484.6,31.4,-0.9,NA
"1088","Papua New Guinea","598","Asia/Pacific",2020,NA,9815746,NA,65.1,27.4,NA,2429.6,23.1,-0.7,NA
"1089","Paraguay","600","Latin America/Caribbean",1990,310000,4035747,7.7,67.3,NA,NA,1440.2,NA,NA,8.6
"1090","Paraguay","600","Latin America/Caribbean",1995,350000,4579806,7.6,68.8,NA,9.3,1978.7,NA,NA,9.8
"1091","Paraguay","600","Latin America/Caribbean",2000,390000,5100868,7.7,70,NA,9.3,1736.1,18.5,-1,17.2
"1092","Paraguay","600","Latin America/Caribbean",2005,570000,5448097,10.5,71.3,7,4.8,1970.9,26.2,-1,27.9
"1093","Paraguay","600","Latin America/Caribbean",2010,780000,5737971,13.6,72.6,2.5,4.6,4751,21.3,-0.8,37.8
"1094","Paraguay","600","Latin America/Caribbean",2015,860000,6159103,14,73.5,2.5,4.6,5879.3,48.6,-0.6,NA
"1095","Paraguay","600","Latin America/Caribbean",2020,920000,6603739,13.9,72.7,3.4,NA,5365.5,48.1,-0.4,NA
"1096","Peru","604","Latin America/Caribbean",1990,340000,22014771,1.5,64,NA,NA,1199.7,NA,NA,29.8
"1097","Peru","604","Latin America/Caribbean",1995,530000,24348919,2.2,67.2,NA,5.7,2189.5,NA,NA,26.7
